Leap Product,Company ObjectId,Account Name,Tier,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,Starting Month,NAICS Code,Primary Classification,New Classifications,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Rough Months,Rough LTV,Consolidated Census Bands,Census Bands,Consolidated Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR,Account Last Visit,Account Usage Trending,SalesPro Visits Last 30 Days
Leap,qL6Sffelrw,Rebath SWVA,Tier 3,Premium 2020,0011K00002ERIKy,2706,10/23/23,10/23/20,10,not found,Contractors - Building,Construction and Renovation Services,5,58.85,294.25,0,"$9,916 ",24012,Roanoke,VA,Colton Temanson,Colton Temanson,294.25,38,11181.5,50-249 employees,100-249 employees,7.5,5,0,5,0,294.25,12/10/23,Decreasing,1357
Leap,Qamo9VUmWX,Safe Step of MN,Tier 3,Premium 2020,0011K00002J2I2I,2438,11/3/23,4/3/20,4,not found,"Heating, Ventilation & Air Conditioning",Other,50,60.5,3025,2500,"$122,556 ",,,MN,Yesenia Romero,Yesenia Romero,3025,44,133100.0,50-249 employees,100-249 employees,7.5,35,0,50,0,3025,12/9/23,Decreasing,2003
Leap,7AvYMGOkAz,State Roofing,Tier 3,Enterprise 2021,0011K00002NEr0d,3584,10/30/23,9/2/22,9,not found,Contractors - Roofing,Construction and Renovation Services,20,100,2000,0,"$26,000 ",98409,Olympia,WA,Colton Temanson,Colton Temanson,2000,15,30000.0,50-249 employees,100-249 employees,7.5,30,0,20,0,2000,8/24/23,No Change,0
Leap,gMNSM6Bf6d,Sutton's Inc.,Tier 2,Premium 2019,00141000015YyT0,1165,11/2/23,11/2/17,11,not found,Contractors - Roofing,Construction and Renovation Services,11,54,594,2500,"$42,329 ",62702,Springfield,IL,Colton Temanson,Colton Temanson,594,73,43362.0,50-249 employees,100-249 employees,7.5,10,0,11,0,594,12/10/23,Decreasing,670
Leap,E8khdHYA7n,Thats Byers,Tier 3,Premium 2019,0014100000MU9b6,1035,10/30/23,6/13/17,6,not found,Contractors - Roofing,Construction and Renovation Services,2,66,132,2500,"$95,815 ",95945,Grass Valley,CA,Sydney Phillips,Sydney Phillips,132,78,10296.0,50-249 employees,100-249 employees,7.5,15,0,2,0,132,7/10/23,No Change,0
Leap,sK4ZIKZ5t0,TriState Roofing INC.,Tier 2,SalesPro Team 2023,0011K00002aOKpu,6399,10/29/23,3/29/23,3,not found,Contractors - Roofing,Construction and Renovation Services,15,80,1200,500,"$8,234 ",98409,Tacoma,WA,Yesenia Romero,Yesenia Romero,1200,9,10800.0,50-249 employees,100-249 employees,7.5,20,0,15,0,1200,12/10/23,Decreasing,23
Leap,9P8LsbunEK,Universal Windows Direct NH,Tier 1,SalesPro Enterprise 2023,0011K00002U3rVT,6639,10/18/23,5/18/23,5,not found,Glass Products & Services,Design and Interior Services,6,116,696,1500,"$4,284 ",3109,MANCHESTER,NH,Jordan Kahlenberg,Jordan Kahlenberg,696,7,4872.0,50-249 employees,100-249 employees,7.5,,0,6,0,696,12/10/23,Increasing,518
Leap,xL10CnJ077,WB Re-Bath,Tier 3,Enterprise 2021,0011K00002EPVQR,3666,10/25/23,10/25/22,10,not found,Contractors - Building,Construction and Renovation Services,12,100,1200,500,"$12,500 ",89120,Las Vegas,NV,Jordan Kahlenberg,Jordan Kahlenberg,1200,14,16800.0,50-249 employees,100-249 employees,7.5,6,0,12,0,1200,12/6/23,Increasing,95
Leap,SOqy7vzffQ,Your Home Improvement Company,Tier 2,SalesPro Enterprise 2023,00141000018dqXw,6565,11/2/23,5/2/23,5,not found,Construction Supplies & Services,Engineering and Technical Services,144,68,9792,0,"$54,517 ",56301,Saint cloud,MN,Jordan Kahlenberg,Jordan Kahlenberg,9792,7,68544.0,50-249 employees,100-249 employees,7.5,16,0,144,0,9792,12/11/23,Decreasing,5090
Leap,wy1Fu4xrNX,AAA Windows and Siding,Tier 1,Premium 2019,0014100001aF4wF,1269,10/26/23,4/26/18,4,238170,Contractors - Siding,Construction and Renovation Services,17,80,1360,2500,"$88,887 ",62656,Lincoln,IL,Corey Stroup Mishenko,Corey Stroup Mishenko,1360,68,92480.0,50-249 employees,50-99 employees,7,15,0,17,0,1360,12/10/23,Decreasing,671
Leap,98ZuD3jNme,"Absolute Aluminum, Inc.",Tier 2,SalesPro Team 2023,0011K00002H5yU8,6581,11/5/23,5/5/23,5,not found,Furniture,Design and Interior Services,5,129,645,500,"$2,910 ",34285,Venice,FL,Corey Stroup Mishenko,Corey Stroup Mishenko,645,7,4515.0,50-249 employees,50-99 employees,7,,0,5,0,645,12/8/23,Decreasing,169
Leap,BHEhQ6oBMV,Affordable Window Systems,Tier 1,Premium 2019,0014100000sCFus,1158,10/30/23,10/30/17,10,423310,Glass Products & Services,Design and Interior Services,11,70,770,2500,"$45,787 ",33916,Ft Myers,FL,Sydney Stansell,Sydney Stansell,770,74,56980.0,50-249 employees,50-99 employees,7,8,0,11,0,770,12/9/23,Increasing,1248
Leap,92K4hDcvgX,All Weather Seal of West Michigan,Tier 2,Premium 2019,0014100000GCfDb,1147,10/21/23,10/17/17,10,not found,Contractors - Roofing,Construction and Renovation Services,66,57,3762,2500,"$110,809 ",49331,Lowell,MI,Yesenia Romero,Yesenia Romero,3762,74,278388.0,50-249 employees,50-99 employees,7,20,0,66,0,3762,12/9/23,No Change,2598
Leap,pKxIfhOiCK,American Home Design,Tier 3,Premium 2021,0014100000sB1wy,3209,10/21/23,12/21/21,12,not found,Construction Supplies & Services,Engineering and Technical Services,60,65,3900,0,"$72,218 ",,Nashville,Tennessee,Yesenia Romero,Yesenia Romero,3900,24,93600.0,50-249 employees,50-99 employees,7,30,0,60,0,3900,12/11/23,Decreasing,3143
Leap,vO64cuVFEH,Americas Dream HomeWorks,Tier 2,Premium 2019,0011K00002ESC5t,2109,11/4/23,10/4/19,10,not found,Contractors - Building,Construction and Renovation Services,12,50,600,2000,"$44,803 ",95660,North Highlands,CA,Sydney Stansell,Sydney Stansell,600,50,30000.0,50-249 employees,50-99 employees,7,5,0,12,0,600,12/10/23,Decreasing,2430
Leap,DLdk41PT76,Armorvue Window and Door,Tier 2,Enterprise 2021,0011K00002XxGva,6225,11/1/23,3/1/23,3,423310,Glass Products & Services,Design and Interior Services,37,79,2923,0,"$22,580 ",34241,Sarasota,FL,Jordan Kahlenberg,Jordan Kahlenberg,2923,9,26307.0,50-249 employees,50-99 employees,7,,0,37,0,2923,12/10/23,Decreasing,4347
Leap,TJEW34GSuL,Armstrong Installation Services,Tier 2,Premium 2019,0014100000HRVQ9,1009,10/10/23,2/10/17,2,not found,Contractors - Roofing,Construction and Renovation Services,2,93.5,187,2500,"$37,819 ",94608,Emeryville,CA,Colton Temanson,Colton Temanson,187,82,15334.0,50-249 employees,50-99 employees,7,7,0,2,0,187,1/0/00,No Change,0
Leap,ONkpHCMCg6,August Roofing Inc,Tier 2,Premium 2019,0014100001vCyjW,1369,10/28/23,9/28/18,9,not found,Contractors - Roofing,Construction and Renovation Services,7,85.5,598.5,2000,"$23,885 ",93065,Simi Valley,CA,Christopher Cielo,Christopher Cielo,598.5,63,37705.5,50-249 employees,50-99 employees,7,5,0,7,0,598.5,12/10/23,Decreasing,821
Leap,oAlnC8HLOT,Bath Planet Dallas (Zintex Remodeling),Tier 3,Premium 2019,0011K0000223d8E,1450,10/16/23,1/16/19,1,not found,Contractors - Building,Construction and Renovation Services,54,55,2970,2000,"$94,231 ",75057,Lewisville,TX,Yesenia Romero,Yesenia Romero,2970,59,175230.0,50-249 employees,50-99 employees,7,14,0,54,0,2970,12/10/23,Increasing,6188
Leap,N6ITlQ6sVT,Bath Planet of Orange County,Tier 3,Premium 2019,0011K0000223d6S,1435,11/8/23,1/8/19,1,not found,Contractors - Building,Construction and Renovation Services,1,55,55,2000,"$5,100 ",91746,City Of Industry,CA,Sydney Phillips,Sydney Phillips,55,59,3245.0,50-249 employees,50-99 employees,7,3,0,1,0,55,1/0/00,No Change,0
Leap,xckPr7yLIl,Blue Springs Siding and Window,Tier 1,Premium 2021,0011K00002Sk4mC,3216,10/31/23,12/23/21,12,not found,Glass Products & Services,Design and Interior Services,13,99,1287,0,"$24,954 ",64075,Oak Grove,MO,Jordan Kahlenberg,Jordan Kahlenberg,1287,24,30888.0,50-249 employees,50-99 employees,7,7,0,13,0,1287,12/11/23,Increasing,3171
Leap,CXWGEXcv47,"Bordner Home Imp, KC",Tier 3,Premium 2019,0014100001s9jFD,1344,10/30/23,8/30/18,8,not found,Contractors - Roofing,Construction and Renovation Services,25,72,1800,1500,"$103,208 ",64138,Raytown,MO,Corey Stroup Mishenko,Corey Stroup Mishenko,1800,64,115200.0,50-249 employees,50-99 employees,7,10,0,25,0,1800,12/11/23,Decreasing,5084
Leap,F4UJbvk6pQ,Castle Windows,Tier 1,Premium 2019,0014100001PJyfb,1259,11/2/23,4/2/18,4,423310,Glass Products & Services,Design and Interior Services,48,55,2640,1500,"$170,000 ",8054,Mt Laurel,NJ,Yesenia Romero,Yesenia Romero,2640,68,179520.0,50-249 employees,50-99 employees,7,125,0,48,0,2640,12/10/23,Decreasing,2324
Leap,HZIxBEcgCa,Clear Choice Home Improvements,Tier 3,Premium 2019,0014100001VAT5k,1302,10/31/23,5/31/18,5,not found,Contractors - Roofing,Construction and Renovation Services,22,70.4,1548.8,2000,"$100,633 ",3257,New London,NH,Colton Temanson,Colton Temanson,1548.8,67,103769.6,50-249 employees,50-99 employees,7,18,0,22,0,1548.8,12/11/23,Decreasing,559
Leap,pFRFlPBNE8,Comfort Windows,Tier 3,Enterprise 2021,00141000015NveK,3348,10/21/23,3/21/22,3,236118,Glass Products & Services,Design and Interior Services,70,75,5250,0,"$91,522 ",13209,Syracuse,NY,Yesenia Romero,Yesenia Romero,5250,21,110250.0,50-249 employees,50-99 employees,7,67,0,70,0,5250,12/11/23,Decreasing,0
Leap,kGfskIPcJN,Couto Construction,Tier 1,Enterprise 2021,0014100001r83zn,2948,10/25/23,5/25/21,5,not found,Contractors - Roofing,Construction and Renovation Services,19,125,2375,0,"$57,968 ",2745,New Bedford,MA,Yesenia Romero,Yesenia Romero,2375,31,73625.0,50-249 employees,50-99 employees,7,9,0,19,0,2375,12/10/23,Decreasing,2303
Leap,L62rFiyGbO,Eastern Waterproofing,Tier 2,Premium 2021,0011K00002ShK5e,3102,11/7/23,10/7/21,10,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,3,99,297,500,"$7,925 ",6074,South Windsor,CT,Christopher Cielo,Christopher Cielo,297,26,7722.0,50-249 employees,50-99 employees,7,2,0,3,0,297,12/9/23,Decreasing,228
Leap,SpggzNNiia,EcoView Windows & Doors,Tier 1,Enterprise 2021,00141000017q7kS,3624,10/28/23,9/28/22,9,423310,Glass Products & Services,Design and Interior Services,7,112.5,787.5,0,"$10,238 ",75234,Farmers Branch,TX,Francesca Furnells,Francesca Furnells,787.5,15,11812.5,50-249 employees,50-99 employees,7,3,0,7,0,787.5,12/8/23,Decreasing,630
Leap,XJEAcHe1Rp,"Everguard Roofing, LLC",Tier 3,Premium 2021,0011K00002H4Z7x,6167,10/21/23,2/21/23,2,not found,Contractors - Roofing,Construction and Renovation Services,2,99,198,500,"$2,084 ",87107-2541,Albuquerque,NM,Sydney Phillips,Sydney Phillips,198,10,1980.0,50-249 employees,50-99 employees,7,,0,2,0,198,10/2/23,No Change,0
Leap,KUpyApUaY7,EXOVATIONS,Tier 3,Premium 2019,001410000210YUD,1462,10/21/23,1/21/19,1,not found,Contractors - Building,Construction and Renovation Services,16,80,1280,0,"$61,348 ",30041,Cumming,GA,Francesca Furnells,Francesca Furnells,1280,59,75520.0,50-249 employees,50-99 employees,7,18,0,16,0,1280,12/9/23,Decreasing,0
Leap,OvIlF7y3dD,Expo Home,Tier 2,Premium 2019,0014100000c0TK7,1107,10/24/23,6/24/17,6,not found,Construction Supplies & Services,Engineering and Technical Services,93,66,6138,2500,"$297,549 ",75006,Carrollton,TX,Jordan Kahlenberg,Jordan Kahlenberg,6138,78,478764.0,50-249 employees,50-99 employees,7,85,0,93,0,6138,12/11/23,Decreasing,19093
Leap,82SssymJZv,Express Sunrooms of Charleston,Tier 3,Enterprise 2021,0011K00002ShTU8,3466,10/13/23,6/14/22,6,not found,Contractors - Building,Construction and Renovation Services,11,125,1375,0,"$15,658 ",29483,Summerville,SC,Yesenia Romero,Yesenia Romero,1375,18,24750.0,50-249 employees,50-99 employees,7,,0,11,0,1375,12/10/23,Increasing,3404
Leap,D4SSssGIKe,Express Sunrooms of Oklahoma,Tier 3,Premium 2021,0011K00002VNxs6,3448,10/31/23,5/31/22,5,not found,Contractors - Building,Construction and Renovation Services,1,99,99,500,"$2,183 ",73012,Edmond,OK,Sydney Phillips,Sydney Phillips,99,19,1881.0,50-249 employees,50-99 employees,7,1,0,1,0,99,12/6/23,Increasing,12
Leap,HbyyEhjefB,EZPro Baths Express,Tier 3,Premium 2020,0011K00002H4Nl9,2668,10/31/23,8/31/20,8,not found,Contractors - Building,Construction and Renovation Services,19,50,950,2500,"$37,921 ",27511,Cary,NC,Jordan Kahlenberg,Jordan Kahlenberg,950,40,38000.0,50-249 employees,50-99 employees,7,11,0,19,0,950,12/11/23,Decreasing,3071
Leap,TjagAI7J2n,Faerber's Bee Window,Tier 1,Enterprise 2021,0014100001sA7qL,3377,10/31/23,3/31/22,3,238170,Glass Products & Services,Design and Interior Services,54,105,5670,0,"$91,336 ",46038,Fishers,Indiana,Jordan Kahlenberg,Jordan Kahlenberg,5670,21,119070.0,50-249 employees,50-99 employees,7,17,0,54,0,5670,12/11/23,Increasing,13140
Leap,1ted93AErH,Garrety Glass,Tier 2,Premium 2021,0011K00002bpIHP,6236,11/6/23,3/6/23,3,not found,Glass Products & Services,Design and Interior Services,8,89,712,0,"$5,696 ",17313,Dallastown,PA,Jordan Kahlenberg,Jordan Kahlenberg,712,9,6408.0,50-249 employees,50-99 employees,7,,0,8,0,712,12/8/23,Increasing,445
Leap,HTeYBFmXc6,Granite Transformations of SE PA,Tier 3,Premium 2021,0011K00002SjDhZ,3155,10/12/23,11/12/21,11,not found,Construction Supplies & Services,Engineering and Technical Services,5,99,495,0,"$11,385 ",19454,North Wales,PA,Colton Temanson,Colton Temanson,495,25,12375.0,50-249 employees,50-99 employees,7,,0,5,0,495,11/8/23,Decreasing,0
Leap,eIUKCB5cnp,Granite Transformations of Washington,Tier 3,Premium 2020,0014100001dKkt6,2756,10/11/23,12/11/20,12,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,6,50,300,500,"$10,400 ",98275,Mukilreo,WA,Colton Temanson,Colton Temanson,300,36,10800.0,50-249 employees,50-99 employees,7,6,0,6,0,300,12/8/23,Decreasing,124
Leap,7LPtAchg5b,Granite Transformations TN,Tier 3,Premium 2020,0011K00002NGAcw,2752,11/4/23,12/4/20,12,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,7,50,350,1000,"$13,310 ",37211,Nashville,TN,Colton Temanson,Colton Temanson,350,36,12600.0,50-249 employees,50-99 employees,7,,0,7,0,350,12/9/23,Increasing,419
Leap,5uMv0xne1g,Home Genius Exteriors Corporate,Tier 2,Enterprise 2021,0011K00002AHEeF,2912,10/29/23,4/29/21,4,not found,Contractors - Building,Construction and Renovation Services,37,88,3256,0,"$81,496 ",20785,Hyattsville,MD,Jordan Kahlenberg,Jordan Kahlenberg,3256,32,104192.0,50-249 employees,50-99 employees,7,5,0,37,0,3256,12/11/23,Increasing,4916
Leap,mp9OjxZSlf,Improveit! Home Remodeling,Tier 3,Premium 2020,0014100001SbHSA,2455,10/9/23,4/9/20,4,236118,Glass Products & Services,Design and Interior Services,60,50,3000,2000,"$103,382 ",43201,Columbus,OH,Sydney Stansell,Sydney Stansell,3000,44,132000.0,50-249 employees,50-99 employees,7,50,0,60,0,3000,12/10/23,Decreasing,10
Leap,PJMKo7Fnqe,Independent Home,Tier 3,Enterprise 2021,0011K00002SjLMM,3169,10/24/23,11/24/21,11,not found,Contractors - Building,Construction and Renovation Services,51,75,3825,0,"$36,196 ",11963,West Hempstead,NY,Jordan Kahlenberg,Jordan Kahlenberg,3825,25,95625.0,50-249 employees,50-99 employees,7,30,0,51,0,3825,12/11/23,Decreasing,2205
Leap,TMlr3dUTGX,Install America,Tier 3,Premium 2019,0014100000eQ1bO,1111,11/6/23,7/6/17,7,not found,Contractors - Building,Construction and Renovation Services,73,56.09,4094.57,2500,"$231,668 ",19540,Mohnton,PA,Colton Temanson,Colton Temanson,4094.57,77,315281.9,50-249 employees,50-99 employees,7,46,0,73,0,4094.57,12/11/23,Decreasing,5766
Leap,AgeSvPpzGG,Integrity Home Exteriors,Tier 3,Premium 2019,0014100000yw3Bi,1192,10/29/23,12/29/17,12,not found,Contractors - Roofing,Construction and Renovation Services,35,72,2520,2000,"$108,040 ",43609,Toledo,OH,Sydney Stansell,Sydney Stansell,2520,72,181440.0,50-249 employees,50-99 employees,7,7,0,35,0,2520,12/11/23,Decreasing,3933
Leap,RLFuJPTJmf,Jericho Home Improvements,Tier 3,Premium 2019,0011K00002FgCF6,2173,10/15/23,11/15/19,11,not found,Contractors - Building,Construction and Renovation Services,1,137.5,137.5,1250,"$17,748 ",,Kansas City,KS,Sydney Phillips,Sydney Phillips,137.5,49,6737.5,50-249 employees,50-99 employees,7,5,0,1,0,137.5,1/0/00,No Change,0
Leap,oYg0MnvtV9,Lifestyles Home Products,Tier 3,Enterprise 2021,0011K00002VODDt,3481,10/28/23,6/28/22,6,not found,Glass Products & Services,Design and Interior Services,30,75,2250,0,"$39,036 ",K9J 3X2,Peterborough,ON,Jordan Kahlenberg,Jordan Kahlenberg,2250,18,40500.0,50-249 employees,50-99 employees,7,40,0,30,0,2250,12/9/23,Decreasing,3010
Leap,gLGd0U7Ldx,Matrix Home Solutions,Tier 3,Enterprise 2021,0014100001fciiR,3369,10/31/23,3/31/22,3,not found,Contractors - Building,Construction and Renovation Services,25,100,2500,0,"$47,500 ",60005,Arlington heights,IL,Jordan Kahlenberg,Jordan Kahlenberg,2500,21,52500.0,50-249 employees,50-99 employees,7,80,0,25,0,2500,12/9/23,Decreasing,0
Leap,IeDL58S74M,McGuff Roofing Inc,Tier 2,Premium 2021,0011K00002VMzDY,3425,10/19/23,5/19/22,5,not found,Contractors - Roofing,Construction and Renovation Services,2,99,198,1500,"$4,866 ",,,IN,Francesca Furnells,Francesca Furnells,198,19,3762.0,50-249 employees,50-99 employees,7,,0,2,0,198,12/8/23,Decreasing,103
Leap,yXkLKGDpiU,Minnesota Exteriors,Tier 2,Premium 2021,0014100001aE1tU,3158,10/17/23,11/17/21,11,not found,Contractors - Siding,Construction and Renovation Services,27,75,2025,0,"$33,212 ",55369,Osseo,MN,Jordan Kahlenberg,Jordan Kahlenberg,2025,25,50625.0,50-249 employees,50-99 employees,7,10,0,27,0,2025,12/8/23,Decreasing,313
Leap,2MigwO5KS3,MLMHI,Tier 3,Premium 2020,0014100000RxZ06,2760,10/16/23,12/16/20,12,not found,Contractors - Roofing,Construction and Renovation Services,95,65,6175,0,"$186,199 ",20852,Bethesda,MD,Sydney Stansell,Sydney Stansell,6175,36,222300.0,50-249 employees,50-99 employees,7,10,0,95,0,6175,12/11/23,Decreasing,3056
Leap,HTt8eKRR1f,"Morgan Exteriors, Inc",Tier 2,Premium 2021,0011K00002H4P0t,6122,10/13/23,2/13/23,2,not found,Construction Supplies & Services,Engineering and Technical Services,50,60,3000,0,"$20,090 ",33549,Orlando,FL,Yesenia Romero,Yesenia Romero,3000,10,30000.0,50-249 employees,50-99 employees,7,,0,50,0,3000,12/10/23,Decreasing,975
Leap,HVeODmctis,Pacific Exteriors LLC,Tier 2,Enterprise 2021,0011K0000223Kk1,3487,10/30/23,6/30/22,6,not found,Contractors - Siding,Construction and Renovation Services,8,95,760,0,"$12,160 ",98082,Mill Creek,WA,Francesca Furnells,Francesca Furnells,760,18,13680.0,50-249 employees,50-99 employees,7,3,0,8,0,760,11/6/23,No Change,0
Leap,jYf1HSPMYo,Paradise Home Improvement,Tier 3,SalesPro Team 2023,0011K00002cRok4,6468,10/31/23,4/10/23,4,not found,,Other,50,50,2500,0,"$8,559 ",,,SC,Yesenia Romero,Yesenia Romero,2500,8,20000.0,50-249 employees,50-99 employees,7,,0,50,0,2500,9/27/23,No Change,0
Leap,NF7tW6CldF,Prairie Home Alliance,Tier 1,Enterprise 2021,0011K00002PQTSI,2950,10/25/23,5/25/21,5,not found,Contractors - Siding,Construction and Renovation Services,15,100,1500,0,"$43,500 ",61571,Washington,IL,Yesenia Romero,Yesenia Romero,1500,31,46500.0,50-249 employees,50-99 employees,7,,0,15,0,1500,10/31/23,Decreasing,0
Leap,sVghTPzdIF,Preferred Upgrades,Tier 2,Premium 2020,0011K00002J2v6I,2524,10/15/23,5/15/20,5,not found,Glass Products & Services,Design and Interior Services,1,125,125,2500,"$5,000 ",32216,Jacksonville,FL,Sydney Phillips,Sydney Phillips,125,43,5375.0,50-249 employees,50-99 employees,7,1,0,1,0,125,12/5/23,No Change,10
Leap,cyUUtOMcpl,"Quality Discount Roofing, LLC",Tier 2,Premium 2021,0014100001iYx4h,3535,10/12/23,8/12/22,8,not found,Contractors - Roofing,Construction and Renovation Services,8,99,792,0,"$10,207 ",32207,Jacksonville,FL,Sydney Stansell,Sydney Stansell,792,16,12672.0,50-249 employees,50-99 employees,7,0,0,8,0,792,12/9/23,Decreasing,0
Leap,po3xqtLIDy,Re-Bath Atlanta,Tier 3,Premium 2019,0011K00002ESIth,2120,10/11/23,10/11/19,10,not found,Contractors - Building,Construction and Renovation Services,11,60.5,665.5,1500,"$29,097 ",30067,Marietta,GA,Colton Temanson,Colton Temanson,665.5,50,33275.0,50-249 employees,50-99 employees,7,2,0,11,0,665.5,12/11/23,Decreasing,1974
Leap,Kb8YrpDmJL,Re-Bath of Charleston,Tier 3,Premium 2021,0011K00002YKhTE,3546,10/18/23,8/18/22,8,not found,Contractors - Building,Construction and Renovation Services,3,99,297,500,"$3,726 ",,Charleston,SC,Jordan Kahlenberg,Jordan Kahlenberg,297,16,4752.0,50-249 employees,50-99 employees,7,,0,3,0,297,12/8/23,Decreasing,106
Leap,WkmDsZy9U1,Re-Bath of the Heartland,Tier 3,Premium 2019,0011K00002H4sS5,2282,10/27/23,1/27/20,1,not found,Contractors - Building,Construction and Renovation Services,8,60.5,484,2000,"$20,025 ",68127,Omaha,NE,Francesca Furnells,Francesca Furnells,484,47,22748.0,50-249 employees,50-99 employees,7,3,0,8,0,484,12/9/23,Decreasing,1164
Leap,Qo33yDGkTV,ReBath NH,Tier 3,Premium 2021,0011K00002VOORq,3484,10/30/23,6/30/22,6,not found,Contractors - Building,Construction and Renovation Services,4,89,356,1500,"$6,074 ",,,NH,Christopher Cielo,Christopher Cielo,356,18,6408.0,50-249 employees,50-99 employees,7,,0,4,0,356,12/11/23,Increasing,2047
Leap,IWoOZSenDX,ReBath of Tulsa,Tier 3,Premium 2020,0011K00002J3Ym9,2525,10/15/23,5/15/20,5,not found,Contractors - Building,Construction and Renovation Services,4,60.5,242,1250,"$9,797 ",,Tulsa,OK,Francesca Furnells,Francesca Furnells,242,43,10406.0,50-249 employees,50-99 employees,7,2,0,4,0,242,12/10/23,Increasing,885
Leap,j2PNsweNmu,ReBath of Wilmington,Tier 3,Premium 2021,0011K00002ShHaw,3101,11/6/23,10/6/21,10,not found,Contractors - Building,Construction and Renovation Services,1,90,90,0,"$24,450 ",28403,Wilmington,NC,Yesenia Romero,Yesenia Romero,90,26,2340.0,50-249 employees,50-99 employees,7,12,0,1,0,90,12/8/23,No Change,35
Leap,0Rn5JV13vh,Reece Windows and Doors,Tier 3,Enterprise 2021,0011K00002RTXWQ,3009,10/27/23,7/27/21,7,423310,Glass Products & Services,Design and Interior Services,65,75,4875,0,"$72,691 ",33710,St. Petersburg,FL,Yesenia Romero,Yesenia Romero,4875,29,141375.0,50-249 employees,50-99 employees,7,,0,65,0,4875,12/11/23,Decreasing,12149
